"","gender_13","age_13","manager_13","func_13","annual_salary_13","bonus_13","gender_14","age_14","manager_14","func_14","annual_salary_14","bonus_14","num_email_total","num_targets_total","num_words_total","num_warmth_words_total","num_competence_words_total","per_warmth_total","per_competence_total","num_weekday_total","num_weekend_total","num_email_within","num_targets_within","num_words_within","num_warmth_words_within","num_competence_words_within","per_warmth_within","per_competence_within","num_email_across","num_targets_across","num_words_across","num_warmth_words_across","num_competence_words_across","per_warmth_across","per_competence_across","company_13","company_14"
"454",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,9,4,261,8,24,0.0306513409961686,0.0919540229885057,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",NA,NA,NA,"",39507,1580.28,NA,NA,NA,"",40692.34,1627.69,97,37,2453,71,180,0.0289441500203832,0.0733795352629433,97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,4,3,28,0,1,0,0.0357142857142857,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,80,22,2471,37,142,0.0149736948603804,0.0574666127074059,76,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",NA,NA,NA,"",NA,NA,NA,NA,NA,"",76500.18,7650.02,129,47,3149,119,176,0.0377897745315973,0.0558907589711019,129,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,102,19,2243,66,120,0.0294248773963442,0.0534997770842622,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",0,26,0,"Marketing",NA,NA,NA,NA,NA,"",NA,NA,92,16,4224,83,249,0.0196496212121212,0.0589488636363636,92,0,46,12,1898,39,117,0.0205479452054795,0.0616438356164384,NA,NA,NA,NA,NA,NA,NA,"Luxury",NA
"461",1,55,0,"Sourcing",114999.3,17249.895,1,56,0,"Global Product Engineering & Safety",128749.92,25749.98,139,58,5165,262,295,0.0507260406582769,0.0571151984511133,138,1,95,41,3339,176,165,0.0527103923330338,0.0494159928122192,15,3,595,24,42,0.0403361344537815,0.0705882352941176,"Luxury","Luxury"
"462",NA,NA,NA,"",121903.26,36570.978,NA,NA,NA,"",141047.58,NA,125,30,4436,223,220,0.0502705139765555,0.0495942290351668,115,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",NA,NA,NA,"",57045.04,8556.756,NA,NA,NA,"",63045.06,22065.77,29,15,1351,34,50,0.0251665433012583,0.0370096225018505,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",NA,NA,NA,"",52327.73,5232.773,NA,NA,NA,"",52327.73,NA,30,11,1236,26,50,0.0210355987055016,0.040453074433657,21,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,2,1,67,1,1,0.0149253731343284,0.0149253731343284,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",0,54,1,"Other",157291.27,31458.254,0,56,1,"Other",162010.01,32402,99,34,2586,129,174,0.0498839907192575,0.0672853828306264,98,1,69,16,1690,81,107,0.0479289940828402,0.0633136094674556,5,1,60,6,4,0.1,0.0666666666666667,"Standard","Standard"
"467",1,33,0,"Global Product Development",80784.12,8078.412,1,35,0,"Global Product Development",88862.53,8886.25,38,19,1377,103,91,0.074800290486565,0.0660856935366739,38,0,16,9,377,28,24,0.0742705570291777,0.0636604774535809,14,6,616,48,32,0.0779220779220779,0.051948051948052,"Standard","Standard"
"468",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,25,7,1581,48,60,0.0303605313092979,0.0379506641366224,23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",1,49,0,"Other",45198.4,0,NA,NA,NA,"",46215.312,NA,9,3,288,19,17,0.0659722222222222,0.0590277777777778,9,0,9,3,288,19,17,0.0659722222222222,0.0590277777777778,NA,NA,NA,NA,NA,NA,NA,"Standard",NA
"470",1,42,1,"Information Technology",119761.79,11976.179,1,44,1,"Information Technology",124552.26,12455.23,331,59,11580,696,516,0.0601036269430052,0.044559585492228,317,14,50,15,1793,108,92,0.060234244283324,0.0513106525376464,140,16,5840,342,249,0.0585616438356164,0.0426369863013699,"Standard","Standard"
"471",1,40,0,"Corporate Finance",220912.38,77319.333,1,41,0,"Corporate Finance",229749,91899.6,209,43,5985,299,263,0.0499582289055973,0.0439431913116124,203,6,172,27,4728,231,220,0.0488578680203046,0.0465313028764805,10,4,274,11,7,0.0401459854014599,0.0255474452554745,"Luxury","Luxury"
"472",NA,NA,NA,"",73251.36,0,NA,NA,NA,"",110718.14,38751.35,396,46,8285,625,467,0.0754375377187689,0.0563669281834641,359,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",0,40,0,"Sourcing",66211.45,3310.5725,0,42,0,"Manufacturing Professionals",68197.79,3409.89,94,33,2252,35,91,0.0155417406749556,0.0404085257548845,94,0,77,23,1929,30,82,0.015552099533437,0.0425090720580612,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"474",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,17,8,224,17,16,0.0758928571428571,0.0714285714285714,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,31,18,588,27,31,0.0459183673469388,0.0527210884353742,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,12,7,339,32,17,0.0943952802359882,0.0501474926253687,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,10,4,232,2,0,0.00862068965517241,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,2,1,58,0,2,0,0.0344827586206897,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",1,42,0,"Sourcing",62445.01,6244.501,1,44,0,"Manufacturing Professionals",73809.24,3690.46,19,7,403,11,18,0.0272952853598015,0.0446650124069479,19,0,14,6,312,11,15,0.0352564102564103,0.0480769230769231,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"480",0,75,1,"Other",54324.4,2716.22,NA,NA,NA,"",57040.62,2852.03,39,24,897,45,61,0.0501672240802676,0.0680044593088071,37,2,34,21,768,33,52,0.04296875,0.0677083333333333,NA,NA,NA,NA,NA,NA,NA,"Luxury",NA
"481",1,57,0,"Other",63186.81,6318.681,1,59,0,"Manufacturing Professionals",65145.6,6514.56,1,1,45,5,1,0.111111111111111,0.0222222222222222,1,0,1,1,45,5,1,0.111111111111111,0.0222222222222222,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"482",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,99,27,2185,111,127,0.0508009153318078,0.0581235697940503,86,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,130,28,4005,84,180,0.0209737827715356,0.0449438202247191,130,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,5,3,167,4,11,0.0239520958083832,0.0658682634730539,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,4,4,130,3,8,0.0230769230769231,0.0615384615384615,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",NA,NA,0,"Other",NA,NA,0,24,0,"Corporate Finance",40466.66,1618.67,61,18,3168,176,194,0.0555555555555556,0.0612373737373737,61,0,32,9,1736,79,120,0.0455069124423963,0.0691244239631336,27,8,1285,88,66,0.0684824902723735,0.0513618677042802,"Luxury","Luxury"
"487",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,21,11,345,40,18,0.115942028985507,0.0521739130434783,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,5,1,75,0,5,0,0.0666666666666667,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",NA,NA,NA,"",77773.74,23332.122,NA,NA,NA,"",87884.32,NA,248,47,6740,391,331,0.0580118694362018,0.0491097922848665,232,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",1,50,1,"Global Product Development",NA,NA,NA,NA,0,"Global Product Development",NA,NA,52,22,1592,56,52,0.0351758793969849,0.0326633165829146,51,1,40,17,1244,46,42,0.0369774919614148,0.0337620578778135,6,1,212,6,8,0.0283018867924528,0.0377358490566038,"Luxury","Luxury"
"491",NA,NA,NA,"",60373.33,6037.333,NA,NA,NA,"",60373.33,NA,22,9,502,22,37,0.0438247011952191,0.0737051792828685,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",1,50,0,"Global Product Engineering & Safety",90645.21,9064.521,1,51,0,"Sourcing",94044.41,9404.44,77,34,3164,144,137,0.04551201011378,0.043299620733249,77,0,31,19,1156,57,41,0.0493079584775086,0.0354671280276817,37,9,1712,67,87,0.0391355140186916,0.0508177570093458,"Standard","Standard"
"493",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,114,25,3937,234,186,0.0594361188722377,0.047244094488189,112,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,117,32,2797,151,173,0.0539864140150161,0.0618519842688595,117,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",NA,NA,NA,"",48312.68,12078.17,NA,NA,NA,"",48312.68,16909.44,35,11,1197,54,61,0.0451127819548872,0.0509607351712615,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",NA,NA,NA,"",46125.04,6918.756,NA,NA,NA,"",48624.94,7293.74,16,8,665,20,41,0.0300751879699248,0.0616541353383459,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,49,12,1594,71,76,0.0445420326223337,0.0476787954830615,44,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",NA,NA,NA,"",110547.84,27636.96,NA,NA,NA,"",110547.84,38691.74,44,19,1529,36,50,0.0235448005232178,0.0327011118378025,32,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,1,1,25,1,1,0.04,0.04,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,22,12,209,3,17,0.0143540669856459,0.0813397129186603,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,14,3,446,16,18,0.0358744394618834,0.0403587443946188,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,19,11,550,39,33,0.0709090909090909,0.06,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",NA,NA,NA,"",46349.94,6952.491,NA,NA,NA,"",55000.92,19250.32,63,18,2051,94,150,0.045831301803998,0.0731350560702096,49,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,4,4,4,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",0,43,0,"Corporate Finance",30825.08,1233.0032,0,44,0,"Accounting",32181.5,1287.26,294,52,5268,408,401,0.0774487471526196,0.0761199696279423,290,4,228,41,4335,318,314,0.073356401384083,0.0724336793540946,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"506",0,44,0,"Corporate Finance",81954.53,8195.453,NA,NA,NA,"",84413.17,8441.32,91,39,2256,86,101,0.0381205673758865,0.0447695035460993,91,0,64,26,1617,63,80,0.038961038961039,0.0494743351886209,1,1,26,0,1,0,0.0384615384615385,"Standard",NA
"507",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,17,5,203,16,0,0.0788177339901478,0,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",1,24,0,"Corporate Finance",NA,NA,1,26,0,"Accounting",46125.04,1845,74,18,2297,128,118,0.0557248585111014,0.0513713539399216,74,0,43,14,1286,67,66,0.052099533437014,0.0513219284603421,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"509",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,1,1,20,1,0,0.05,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,2,2,36,0,2,0,0.0555555555555556,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",1,34,1,"Corporate Finance",97850.22,14677.533,1,35,0,"Financial Planning Analysis (FP&A)",129042.94,19356.44,266,61,11250,615,680,0.0546666666666667,0.0604444444444444,259,7,212,46,9144,504,557,0.0551181102362205,0.0609142607174103,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"512",0,60,0,"Other",NA,NA,NA,NA,NA,"",NA,NA,56,19,1312,61,70,0.0464939024390244,0.0533536585365854,56,0,29,12,630,25,27,0.0396825396825397,0.0428571428571429,25,5,636,34,39,0.0534591194968553,0.0613207547169811,"Standard",NA
"513",NA,NA,0,"Corporate Finance",43132.92,0,0,41,0,"Accounting",44426.91,NA,242,44,7271,284,435,0.0390592765781873,0.0598267088433503,242,0,138,33,4331,174,235,0.040175479104133,0.0542599861463865,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"514",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,220,24,5019,132,335,0.0263000597728631,0.0667463638174935,214,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",NA,NA,NA,"",61007.88,6100.788,0,47,0,"Human Resources",62838.12,6283.81,104,33,2755,107,138,0.0388384754990926,0.0500907441016334,104,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard"
"516",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,23,8,661,30,36,0.0453857791225416,0.0544629349470499,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",1,56,1,"Sourcing",217560,65268,1,57,1,"Manufacturing Professionals",230613.6,69184.08,269,69,9250,434,482,0.0469189189189189,0.0521081081081081,253,16,196,42,6628,308,335,0.0464695232347616,0.0505431502715751,39,13,1373,74,58,0.0538965768390386,0.0422432629278951,"Standard","Standard"
"518",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,4,2,270,6,16,0.0222222222222222,0.0592592592592593,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,66,17,2433,81,146,0.0332922318125771,0.0600082203041513,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,80,23,2157,151,116,0.0700046360686138,0.0537783959202596,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",1,42,0,"Corporate Finance",71052.44,0,1,44,0,"Accounting",81273.68,8127.37,175,43,4832,215,230,0.0444950331125828,0.0475993377483444,175,0,124,31,3381,152,164,0.0449571132800946,0.0485063590653653,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"522",1,49,0,"Global Product Engineering & Safety",NA,NA,NA,NA,NA,"",NA,NA,108,27,2466,114,105,0.0462287104622871,0.0425790754257908,108,0,106,25,2407,112,102,0.046530951391774,0.0423764021603656,NA,NA,NA,NA,NA,NA,NA,"Luxury",NA
"523",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,10,2,248,11,5,0.0443548387096774,0.0201612903225806,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,24,12,577,14,27,0.024263431542461,0.0467937608318891,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,31,15,513,9,23,0.0175438596491228,0.0448343079922027,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",0,30,0,"Sourcing",44003.34,0,0,32,0,"Strategic Logistic Solutions (SLS)",50860.82,2543.04,329,54,9209,311,495,0.0337713106743403,0.0537517645781301,329,0,238,30,6541,249,363,0.0380675737654793,0.05549610151353,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"527",1,60,1,"Other",66322.34,6632.234,NA,NA,NA,"",68113.04,6811.3,2,2,80,0,0,0,0,0,2,2,2,80,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Standard",NA
"528",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,2,2,20,1,3,0.05,0.15,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,22,12,409,19,16,0.0464547677261614,0.039119804400978,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,73,9,2240,62,97,0.0276785714285714,0.0433035714285714,54,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",1,41,0,"Customer Service",67664.48,3383.224,1,43,0,"Customer Service",72481.24,3624.06,248,54,5721,351,354,0.0613529103303618,0.0618772941793393,235,13,199,42,4733,290,284,0.0612719205577858,0.0600042256496936,1,1,37,5,4,0.135135135135135,0.108108108108108,"Luxury","Luxury"
"532",NA,NA,NA,"",NA,NA,NA,NA,0,"Manufacturing Professionals",NA,NA,17,5,850,31,51,0.0364705882352941,0.06,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard"
"533",NA,NA,NA,"",111226.7,27806.675,NA,NA,NA,"",116384.06,40734.42,348,50,7511,290,428,0.0386100386100386,0.0569830914658501,324,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,30,13,786,16,68,0.0203562340966921,0.0865139949109415,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",NA,NA,NA,"",85531.2,25659.36,NA,NA,NA,"",87327.36,NA,31,12,519,30,23,0.0578034682080925,0.0443159922928709,29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",0,57,0,"Customer Service",39782.66,0,NA,NA,NA,"",41015.92,NA,46,14,2097,72,85,0.0343347639484979,0.0405340963280877,46,0,31,10,1370,47,59,0.0343065693430657,0.0430656934306569,NA,NA,NA,NA,NA,NA,NA,"Standard",NA
"537",NA,NA,NA,"",250176.44,87561.754,NA,NA,NA,"",296400,118560,260,92,6971,248,298,0.0355759575383733,0.0427485296227227,229,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",NA,NA,NA,"",47740.42,7161.063,NA,NA,NA,"",50240.32,7536.05,37,11,975,25,67,0.0256410256410256,0.0687179487179487,35,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",1,38,0,"Executive Committee and Staff",266891.04,133445.52,1,40,0,"Executive Committee and Staff",299999.96,149999.98,226,36,9577,420,506,0.0438550694371933,0.0528349169886186,207,19,150,18,6093,281,315,0.0461184966354833,0.051698670605613,28,7,1029,48,55,0.0466472303206997,0.0534499514091351,"Luxury","Luxury"
"540",NA,NA,NA,"",NA,NA,NA,NA,NA,"",41000.16,NA,38,25,942,54,83,0.0573248407643312,0.0881104033970276,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",0,57,0,"Marketing",104549.9,10454.99,0,58,0,"Marketing",74500.14,7450.01,138,31,3590,180,177,0.0501392757660167,0.0493036211699164,137,1,100,26,2508,120,119,0.0478468899521531,0.0474481658692185,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"542",NA,NA,0,"Corporate Finance",42927.3,1717.092,0,32,0,"Corporate Finance",60000.2,3000.01,97,33,4235,205,304,0.0484061393152302,0.0717827626918536,97,0,82,25,3433,160,248,0.0466064666472473,0.0722400233032333,3,1,131,6,8,0.0458015267175573,0.0610687022900763,"Luxury","Luxury"
"543",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,8,6,217,4,6,0.0184331797235023,0.0276497695852535,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",1,39,0,"Sourcing",NA,NA,NA,NA,NA,"",NA,NA,35,13,734,52,55,0.0708446866485014,0.0749318801089918,35,0,21,10,322,26,24,0.0807453416149068,0.0745341614906832,1,1,10,2,1,0.2,0.1,"Standard",NA
"545",NA,NA,NA,"",55172.52,8275.878,NA,NA,NA,"",55172.52,8275.88,74,34,2057,88,150,0.0427807486631016,0.0729217306757414,63,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,98,28,3019,201,137,0.0665783371977476,0.0453792646571713,94,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,43,17,962,30,78,0.0311850311850312,0.0810810810810811,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,2,2,8,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,3,2,38,0,6,0,0.157894736842105,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",NA,NA,NA,"",60744.1,6074.41,NA,NA,NA,"",60744.1,NA,2,2,63,4,5,0.0634920634920635,0.0793650793650794,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,4,2,99,0,5,0,0.0505050505050505,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,7,3,156,7,8,0.0448717948717949,0.0512820512820513,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",NA,NA,NA,"",29348.8,0,NA,NA,NA,"",30222.4,NA,2,1,50,3,1,0.06,0.02,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",0,51,1,"Corporate Finance",NA,NA,NA,NA,NA,"",NA,NA,32,19,889,36,47,0.0404949381327334,0.0528683914510686,32,0,22,13,546,24,29,0.043956043956044,0.0531135531135531,NA,NA,NA,NA,NA,NA,NA,"Standard",NA
"555",NA,NA,NA,"",69332.48,20799.744,NA,NA,NA,"",70719.13,NA,70,20,1825,89,76,0.0487671232876712,0.0416438356164384,63,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,9,4,124,7,1,0.0564516129032258,0.00806451612903226,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,5,3,56,3,1,0.0535714285714286,0.0178571428571429,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",NA,NA,NA,"",46042.88,0,NA,NA,NA,"",46042.88,NA,22,9,348,15,21,0.0431034482758621,0.0603448275862069,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,5,5,54,9,2,0.166666666666667,0.037037037037037,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",NA,NA,NA,"",52089.18,0,NA,NA,NA,"",53391.41,NA,6,4,103,9,7,0.087378640776699,0.0679611650485437,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",NA,NA,NA,"",58000.02,14500.005,NA,NA,NA,"",58000.02,20300.01,53,15,2169,93,122,0.0428769017980636,0.0562471184877824,47,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",1,47,1,"Corporate Finance",263394.82,131697.41,NA,NA,NA,"",285000.04,142500.02,93,28,3474,143,208,0.0411629245826137,0.0598733448474381,82,11,52,19,1803,72,111,0.0399334442595674,0.0615640599001664,12,4,550,24,35,0.0436363636363636,0.0636363636363636,"Luxury",NA
